mp-pt	item-code	manufacturer-code	pfdi
quetiapine	9202H	TY	0.00
quetiapine	9202H	RW	0.00
quetiapine	9202H	OW	0.00
quetiapine	9202H	SZ	0.00
quetiapine	9202H	RF	0.00
amlodipine + valsartan	9376L	NM	0.00
quetiapine	9203J	OW	0.00
quetiapine	9203J	TX	0.00
quetiapine	9203J	RF	0.00
quetiapine	9203J	TY	0.00
quetiapine	9203J	RW	0.00
quetiapine	9203J	SZ	0.00
perindopril	9006B	TX	0.00
perindopril	9006B	RW	0.00
quetiapine	9205L	OW	0.00
quetiapine	9205L	TY	0.00
quetiapine	9205L	RW	0.00
quetiapine	9205L	TX	0.00
quetiapine	9205L	SZ	0.00
quetiapine	9205L	RF	0.00
amlodipine + valsartan	9377M	NM	0.00
simvastatin	9242K	GQ	0.00
simvastatin	9242K	TX	0.00
simvastatin	9242K	SZ	0.00
simvastatin	9242K	AF	0.00
simvastatin	9242K	EA	0.00
simvastatin	9242K	RA	0.00
simvastatin	9242K	RW	0.00
amlodipine + atorvastatin	9056P	AF	0.00
amlodipine + atorvastatin	9052K	AF	0.00
levothyroxine	9287T	LN	0.00
amlodipine + atorvastatin	9054M	AF	0.00
amlodipine + atorvastatin	9055N	AF	0.00
pravastatin	9239G	SZ	0.00
pravastatin	9239G	TX	0.00
pravastatin	9239G	RF	0.00
pravastatin	9239G	EA	0.00
pravastatin	9239G	AF	0.00
pravastatin	9240H	RF	0.00
pravastatin	9240H	EA	0.00
pravastatin	9240H	SZ	0.00
pravastatin	9240H	GQ	0.00
pravastatin	9240H	TX	0.00
telmisartan + amlodipine	8981Q	FI	0.00
paraffin	9218E	PE	0.00
alendronate + colecalciferol	9012H	GX	0.00
alendronate + colecalciferol	9012H	RZ	0.00
alendronate + colecalciferol	9012H	AF	0.00
alendronate + colecalciferol	9012H	SZ	0.00
perindopril	9008D	RW	0.00
perindopril	9008D	TX	0.00
doxycycline	9105F	HX	0.00
doxycycline	9105F	TX	0.00
candesartan + hydrochlorothiazide	9315G	SZ	0.00
candesartan + hydrochlorothiazide	9315G	RW	0.00
candesartan + hydrochlorothiazide	9315G	DO	0.00
candesartan + hydrochlorothiazide	9315G	RF	0.00
candesartan + hydrochlorothiazide	9315G	EA	0.00
candesartan + hydrochlorothiazide	9315G	GQ	0.00
candesartan + hydrochlorothiazide	9315G	AF	0.00
candesartan + hydrochlorothiazide	9315G	IB	0.00
candesartan + hydrochlorothiazide	9315G	TX	0.00
candesartan + hydrochlorothiazide	9314F	TX	0.00
candesartan + hydrochlorothiazide	9314F	IB	0.00
candesartan + hydrochlorothiazide	9314F	AF	0.00
candesartan + hydrochlorothiazide	9314F	RF	0.00
candesartan + hydrochlorothiazide	9314F	SZ	0.00
candesartan + hydrochlorothiazide	9314F	RW	0.00
candesartan + hydrochlorothiazide	9314F	EA	0.00
candesartan + hydrochlorothiazide	9314F	GQ	0.00
candesartan + hydrochlorothiazide	9314F	DO	0.00
perindopril + amlodipine	9349C	RW	0.00
perindopril + amlodipine	9349C	TX	0.00
telmisartan + amlodipine	8978M	FI	0.00
simvastatin	9243L	AF	0.00
simvastatin	9243L	SZ	0.00
simvastatin	9243L	RW	0.00
simvastatin	9243L	GQ	0.00
simvastatin	9243L	TX	0.00
simvastatin	9243L	EA	0.00
lansoprazole	9331D	AF	0.00
lansoprazole	9331D	GQ	0.00
lansoprazole	9331D	TX	0.00
telmisartan + hydrochlorothiazide	9381R	TX	0.00
telmisartan + hydrochlorothiazide	9381R	RW	0.00
telmisartan + hydrochlorothiazide	9381R	GQ	0.00
telmisartan + hydrochlorothiazide	9381R	SZ	0.00
telmisartan + hydrochlorothiazide	9381R	AF	0.00
telmisartan + hydrochlorothiazide	9381R	EA	0.00
doxycycline	9107H	TX	0.00
doxycycline	9107H	HX	0.00
telmisartan + amlodipine	8980P	FI	0.00
dextran-70 + hypromellose	9216C	IQ	0.00
olanzapine	8953F	AF	0.00
omeprazole	9110L	AL	0.00
omeprazole	9110L	SZ	0.00
omeprazole	9110L	ZA	0.00
perindopril	9007C	RW	0.00
perindopril	9007C	TX	0.00
perindopril + amlodipine	9348B	TX	0.00
perindopril + amlodipine	9348B	RW	0.00
perindopril + amlodipine	9347Y	RW	0.00
perindopril + amlodipine	9347Y	TX	0.00
polyvinyl alcohol	9220G	PE	0.00
pravastatin	9237E	TX	0.00
pravastatin	9237E	RF	0.00
pravastatin	9237E	EA	0.00
pravastatin	9237E	SZ	0.00
omeprazole	9109K	SZ	0.00
omeprazole	9109K	AL	0.00
omeprazole	9109K	ZA	0.00
duloxetine	9156X	EA	0.00
duloxetine	9156X	CR	0.00
duloxetine	9156X	HX	0.00
duloxetine	9156X	AL	0.00
duloxetine	9156X	TX	0.00
duloxetine	9156X	RW	0.00
duloxetine	9156X	SZ	0.00
duloxetine	9156X	EL	0.00
pravastatin	9238F	GQ	0.00
pravastatin	9238F	SZ	0.00
pravastatin	9238F	EA	0.00
pravastatin	9238F	RF	0.00
pravastatin	9238F	AF	0.00
pravastatin	9238F	TX	0.00
duloxetine	9155W	RW	0.00
duloxetine	9155W	AL	0.00
duloxetine	9155W	CR	0.00
duloxetine	9155W	HX	0.00
duloxetine	9155W	EA	0.00
duloxetine	9155W	TX	0.00
duloxetine	9155W	EL	0.00
duloxetine	9155W	SZ	0.00
olanzapine	8952E	AF	0.00
amlodipine + atorvastatin	9053L	AF	0.00
amlodipine + atorvastatin	9051J	AF	0.00
hypromellose + carbomer-980	9215B	IQ	0.00
gliclazide	9302N	CR	0.00
gliclazide	9302N	RX	0.00
perindopril + amlodipine	9346X	TX	0.00
perindopril + amlodipine	9346X	RW	0.00
alendronate + colecalciferol	9183H	SZ	0.00
alendronate + colecalciferol	9183H	GX	0.00
alendronate + colecalciferol	9183H	AF	0.00
alendronate + colecalciferol	9183H	RZ	0.00
rosuvastatin	2590H	RW	0.00
rosuvastatin	2590H	DO	0.00
rosuvastatin	2590H	HQ	0.00
rosuvastatin	2590H	VO	0.00
rosuvastatin	2590H	EF	0.00
rosuvastatin	2590H	TX	0.00
rosuvastatin	2590H	JB	0.00
rosuvastatin	2590H	IB	0.00
rosuvastatin	2590H	RA	0.00
rosuvastatin	2590H	GX	0.00
rosuvastatin	2590H	SZ	0.00
rosuvastatin	2590H	CR	0.00
rosuvastatin	2590H	AF	0.00
rosuvastatin	2594M	VO	0.00
rosuvastatin	2594M	EF	0.00
rosuvastatin	2594M	CR	0.00
rosuvastatin	2594M	HQ	0.00
rosuvastatin	2594M	IB	0.00
rosuvastatin	2594M	RA	0.00
rosuvastatin	2594M	DO	0.00
rosuvastatin	2594M	RW	0.00
rosuvastatin	2594M	TX	0.00
rosuvastatin	2594M	SZ	0.00
rosuvastatin	2594M	GX	0.00
rosuvastatin	2594M	AF	0.00
rosuvastatin	2594M	JB	0.00
donepezil	2532G	RZ	0.00
donepezil	2532G	HQ	0.00
donepezil	2532G	SZ	0.00
donepezil	2532G	AF	0.00
donepezil	2532G	RF	0.00
donepezil	2532G	EA	0.00
donepezil	2532G	TX	0.00
donepezil	2532G	RW	0.00
lansoprazole	9477T	TX	0.00
lansoprazole	9477T	AF	0.00
lansoprazole	9477T	GQ	0.00
esomeprazole	10330Q	EA	0.00
esomeprazole	10330Q	AL	0.00
rosuvastatin	2574L	HQ	0.00
rosuvastatin	2574L	EF	0.00
rosuvastatin	2574L	RW	0.00
rosuvastatin	2574L	RA	0.00
rosuvastatin	2574L	CR	0.00
rosuvastatin	2574L	VO	0.00
rosuvastatin	2574L	JB	0.00
rosuvastatin	2574L	AF	0.00
rosuvastatin	2574L	SZ	0.00
rosuvastatin	2574L	TX	0.00
rosuvastatin	2574L	IB	0.00
rosuvastatin	2574L	GX	0.00
rosuvastatin	2574L	DO	0.00
escitalopram	9433L	HQ	0.00
escitalopram	9433L	CF	0.00
rosuvastatin	2628H	VO	0.00
rosuvastatin	2628H	JB	0.00
rosuvastatin	2628H	GX	0.00
rosuvastatin	2628H	HQ	0.00
rosuvastatin	2628H	RA	0.00
rosuvastatin	2628H	CR	0.00
rosuvastatin	2628H	RW	0.00
rosuvastatin	2628H	IB	0.00
rosuvastatin	2628H	DO	0.00
rosuvastatin	2628H	SZ	0.00
rosuvastatin	2628H	AF	0.00
rosuvastatin	2628H	TX	0.00
rosuvastatin	2628H	EF	0.00
esomeprazole	10295W	AL	0.00
esomeprazole	10295W	EA	0.00
rosuvastatin	2606E	IB	0.00
rosuvastatin	2606E	SZ	0.00
rosuvastatin	2606E	CR	0.00
rosuvastatin	2606E	GX	0.00
rosuvastatin	2606E	DO	0.00
rosuvastatin	2606E	VO	0.00
rosuvastatin	2606E	HQ	0.00
rosuvastatin	2606E	TX	0.00
rosuvastatin	2606E	RA	0.00
rosuvastatin	2606E	RW	0.00
rosuvastatin	2606E	AF	0.00
rosuvastatin	2606E	EF	0.00
rosuvastatin	2606E	JB	0.00
donepezil	2479L	RZ	0.00
donepezil	2479L	TX	0.00
donepezil	2479L	RW	0.00
donepezil	2479L	SZ	0.00
donepezil	2479L	EA	0.00
donepezil	2479L	AF	0.00
donepezil	2479L	HQ	0.00
donepezil	2479L	RF	0.00
escitalopram	9432K	HQ	0.00
escitalopram	9432K	CF	0.00
trimethoprim	2666H	AF	0.00
trimethoprim	2666H	AL	0.00
metformin	9435N	RW	0.00
metformin	9435N	CR	0.00
metformin	9435N	GX	0.00
metformin	9435N	IB	0.00
metformin	9435N	TX	0.00
lansoprazole	9478W	AF	0.00
lansoprazole	9478W	GQ	0.00
lansoprazole	9478W	TX	0.00
exemestane	10103R	TX	0.00
exemestane	10103R	SZ	0.00
exemestane	10103R	GQ	0.00
esomeprazole	10343J	AL	0.00
esomeprazole	10343J	EA	0.00
rosuvastatin	2584B	IB	0.00
rosuvastatin	2584B	VO	0.00
rosuvastatin	2584B	CR	0.00
rosuvastatin	2584B	JB	0.00
rosuvastatin	2584B	GX	0.00
rosuvastatin	2584B	EF	0.00
rosuvastatin	2584B	TX	0.00
rosuvastatin	2584B	AF	0.00
rosuvastatin	2584B	HQ	0.00
rosuvastatin	2584B	RW	0.00
rosuvastatin	2584B	DO	0.00
rosuvastatin	2584B	RA	0.00
rosuvastatin	2584B	SZ	0.00
cefalexin	2655R	SZ	0.00
cefalexin	2655R	EA	0.00
cefalexin	2655R	AF	0.00
cefalexin	2655R	TX	0.00
esomeprazole	10331R	EA	0.00
esomeprazole	10331R	AL	0.00
rosuvastatin	2609H	RA	0.00
rosuvastatin	2609H	CR	0.00
rosuvastatin	2609H	TX	0.00
rosuvastatin	2609H	JB	0.00
rosuvastatin	2609H	HQ	0.00
rosuvastatin	2609H	VO	0.00
rosuvastatin	2609H	DO	0.00
rosuvastatin	2609H	EF	0.00
rosuvastatin	2609H	AF	0.00
rosuvastatin	2609H	GX	0.00
rosuvastatin	2609H	IB	0.00
rosuvastatin	2609H	RW	0.00
rosuvastatin	2609H	SZ	0.00
rosuvastatin	2636R	EF	0.00
rosuvastatin	2636R	IB	0.00
rosuvastatin	2636R	AF	0.00
rosuvastatin	2636R	VO	0.00
rosuvastatin	2636R	SZ	0.00
rosuvastatin	2636R	GX	0.00
rosuvastatin	2636R	CR	0.00
rosuvastatin	2636R	HQ	0.00
rosuvastatin	2636R	RW	0.00
rosuvastatin	2636R	TX	0.00
rosuvastatin	2636R	JB	0.00
rosuvastatin	2636R	RA	0.00
rosuvastatin	2636R	DO	0.00
esomeprazole (&) clarithromycin (&) amoxicillin	10759G	SZ	0.00
ezetimibe (&) rosuvastatin	10204C	AF	0.00
betamethasone dipropionate	10821M	OV	0.00
mometasone	10827W	AF	0.00
mometasone	10827W	AS	0.00
betamethasone dipropionate	10816G	OV	0.00
mometasone	10814E	EO	0.00
mometasone	10814E	AF	0.00
mometasone	10814E	AS	0.00
mometasone	10793C	AS	0.00
mometasone	10793C	EO	0.00
mometasone	10793C	AF	0.00
mometasone	10818J	AF	0.00
mometasone	10818J	AS	0.00
betamethasone valerate	10808W	LN	0.00
betamethasone dipropionate	10813D	OV	0.00
betamethasone dipropionate	10795E	OV	0.00
trimethoprim	10785P	AL	0.00
trimethoprim	10785P	AF	0.00
ezetimibe (&) rosuvastatin	10201X	AF	0.00
ezetimibe (&) rosuvastatin	10207F	AF	0.00
betamethasone dipropionate	10824Q	OV	0.00
cefalexin	10778G	VO	0.00
cefalexin	10778G	CR	0.00
cefalexin	10778G	GQ	0.00
cefalexin	10778G	AF	0.00
cefalexin	10778G	TX	0.00
cefalexin	10778G	EA	0.00
cefalexin	10778G	SZ	0.00
betamethasone valerate	10807T	LN	0.00
betamethasone dipropionate	10823P	OV	0.00
doxycycline	10176N	RW	0.00
doxycycline	10176N	AF	0.00
doxycycline	10176N	EA	0.00
betamethasone valerate	10799J	LN	0.00
ezetimibe (&) rosuvastatin	10208G	AF	0.00
trimethoprim + sulfamethoxazole	10784N	AF	0.00
betamethasone valerate	10810Y	LN	0.00
mometasone	10828X	AS	0.00
mometasone	10828X	EO	0.00
mometasone	10828X	AF	0.00
mometasone	10791Y	AS	0.00
mometasone	10791Y	EO	0.00
mometasone	10791Y	AF	0.00
betamethasone dipropionate	10801L	OV	0.00
mometasone	10812C	AF	0.00
mometasone	10812C	AS	0.00
mometasone	10812C	EO	0.00
betamethasone dipropionate	10800K	OV	0.00
mometasone	10809X	AS	0.00
mometasone	10809X	AF	0.00
betamethasone dipropionate	10820L	OV	0.00
betamethasone dipropionate	10802M	OV	0.00
mometasone	10815F	AF	0.00
mometasone	10815F	AS	0.00
betamethasone valerate	10794D	LN	0.00
dicloxacillin	10790X	AL	0.00
mometasone	10792B	AF	0.00
mometasone	10792B	AS	0.00
mometasone	10805Q	AS	0.00
mometasone	10805Q	EO	0.00
mometasone	10805Q	AF	0.00
mometasone	10826T	AS	0.00
mometasone	10826T	AF	0.00
mometasone	10826T	EO	0.00
mometasone	10804P	AF	0.00
mometasone	10804P	AS	0.00
mometasone	10804P	EO	0.00
mometasone	10819K	AF	0.00
mometasone	10819K	AS	0.00
mometasone	10819K	EO	0.00
tramadol	12008B	SZ	0.00
tramadol	12008B	RW	0.00
tramadol	12008B	EA	0.00
tramadol	12008B	TX	0.00
tramadol	12008B	EF	0.00
tramadol	12008B	AF	0.00
omeprazole	11683X	GQ	0.00
omeprazole	11683X	TX	0.00
omeprazole	11683X	ZP	0.00
omeprazole	11683X	EA	0.00
cefalexin	11963P	EA	0.00
cefalexin	11963P	SZ	0.00
cefalexin	11963P	AF	0.00
cefalexin	11963P	TX	0.00
amoxicillin	11947T	EA	0.00
amoxicillin	11947T	SZ	0.00
amoxicillin	11947T	GQ	0.00
amoxicillin	11947T	VO	0.00
amoxicillin	11947T	RF	0.00
amoxicillin	11947T	AF	0.00
amoxicillin	11947T	AL	0.00
amoxicillin	11947T	TX	0.00
amoxicillin + clavulanic acid	11933C	TX	0.00
amoxicillin + clavulanic acid	11933C	ED	0.00
amoxicillin + clavulanic acid	11933C	AF	0.00
amoxicillin + clavulanic acid	11933C	EA	0.00
amoxicillin + clavulanic acid	11933C	RW	0.00
amoxicillin + clavulanic acid	11933C	HQ	0.00
amoxicillin + clavulanic acid	11933C	SZ	0.00
donepezil	11922L	RF	0.00
donepezil	11922L	SZ	0.00
donepezil	11922L	TX	0.00
donepezil	11922L	HQ	0.00
donepezil	11922L	EA	0.00
donepezil	11922L	RW	0.00
donepezil	11922L	AF	0.00
donepezil	11922L	RZ	0.00
esomeprazole	11687D	EA	0.00
esomeprazole	11687D	AL	0.00
ezetimibe	11408K	RW	0.00
ezetimibe	11408K	AF	0.00
ezetimibe	11408K	CR	0.00
amoxicillin	11998L	RF	0.00
amoxicillin	11998L	SZ	0.00
amoxicillin	11998L	EA	0.00
amoxicillin	11998L	AL	0.00
amoxicillin	11998L	AF	0.00
amoxicillin	11998L	TX	0.00
omeprazole	11677N	SZ	0.00
omeprazole	11677N	ZA	0.00
omeprazole	11677N	AL	0.00
salbutamol	12109H	GC	0.00
salbutamol	12109H	AF	0.00
roxithromycin	12001P	AV	0.00
roxithromycin	12001P	EA	0.00
roxithromycin	12001P	ED	0.00
roxithromycin	12001P	TX	0.00
roxithromycin	12001P	RW	0.00
roxithromycin	12001P	AF	0.00
roxithromycin	12001P	SZ	0.00
cefalexin	11934D	EA	0.00
cefalexin	11934D	SZ	0.00
cefalexin	11934D	AF	0.00
cefalexin	11934D	TX	0.00
cefalexin	11934D	VO	0.00
cefalexin	11934D	CR	0.00
cefalexin	11934D	GQ	0.00
paracetamol + codeine	12022R	AL	0.00
paracetamol + codeine	12022R	TX	0.00
paracetamol + codeine	12022R	SZ	0.00
paracetamol + codeine	12022R	AV	0.00
paracetamol + codeine	12022R	AF	0.00
paracetamol + codeine	12022R	GQ	0.00
hypromellose	11643T	IQ	0.00
paracetamol + codeine	12066C	GQ	0.00
paracetamol + codeine	12066C	TX	0.00
paracetamol + codeine	12066C	SZ	0.00
paracetamol + codeine	12066C	AV	0.00
paracetamol + codeine	12066C	AL	0.00
paracetamol + codeine	12066C	AF	0.00
oxycodone	12023T	AL	0.00
oxycodone	12023T	YN	0.00
metformin	12104C	DZ	0.00
lansoprazole	11669E	RA	0.00
lansoprazole	11669E	AF	0.00
lansoprazole	11669E	TX	0.00
lansoprazole	11669E	VO	0.00
tramadol	12024W	EA	0.00
tramadol	12024W	AF	0.00
tramadol	12024W	RW	0.00
tramadol	12024W	SZ	0.00
tramadol	12024W	EF	0.00
tramadol	12024W	TX	0.00
oxycodone	12048D	AL	0.00
oxycodone	12048D	YN	0.00
lansoprazole	11697P	GQ	0.00
lansoprazole	11697P	AF	0.00
lansoprazole	11697P	TX	0.00
roxithromycin	11993F	AF	0.00
roxithromycin	11993F	SZ	0.00
roxithromycin	11993F	TX	0.00
roxithromycin	11993F	RW	0.00
roxithromycin	11993F	ED	0.00
roxithromycin	11993F	EA	0.00
roxithromycin	11993F	AV	0.00
amoxicillin + clavulanic acid	11941L	EA	0.00
amoxicillin + clavulanic acid	11941L	TY	0.00
amoxicillin + clavulanic acid	11941L	SZ	0.00
amoxicillin + clavulanic acid	11941L	ED	0.00
amoxicillin + clavulanic acid	11941L	RW	0.00
amoxicillin + clavulanic acid	11941L	AF	0.00
amoxicillin + clavulanic acid	11941L	TX	0.00
rabeprazole	11670F	RW	0.00
rabeprazole	11670F	SZ	0.00
rabeprazole	11670F	AF	0.00
rabeprazole	11670F	EA	0.00
rabeprazole	11670F	TX	0.00
rabeprazole	11670F	RN	0.00
rabeprazole	11670F	AL	0.00
esomeprazole	11692J	AF	0.00
esomeprazole	11692J	SZ	0.00
esomeprazole	11692J	RF	0.00
esomeprazole	11692J	RW	0.00
esomeprazole	11692J	GQ	0.00
esomeprazole	11692J	HX	0.00
esomeprazole	11692J	RA	0.00
esomeprazole	11692J	TX	0.00
amoxicillin	12002Q	BG	0.00
omeprazole	11682W	RW	0.00
omeprazole	11682W	SZ	0.00
omeprazole	11682W	AF	0.00
omeprazole	11682W	TX	0.00
omeprazole	11682W	HX	0.00
omeprazole	11682W	CR	0.00
hypromellose	11634H	IQ	0.00
hypromellose	11625W	IQ	0.00
donepezil	11924N	RZ	0.00
donepezil	11924N	EA	0.00
donepezil	11924N	HQ	0.00
donepezil	11924N	SZ	0.00
donepezil	11924N	AF	0.00
donepezil	11924N	TX	0.00
donepezil	11924N	RW	0.00
donepezil	11924N	RF	0.00
norethisterone + ethinylestradiol	12211Q	DZ	0.00
clonazepam	5337X	AF	0.00
diclofenac	5362F	AF	0.00
diclofenac	5362F	TX	0.00
diclofenac	5362F	SZ	0.00
diclofenac	5362F	EA	0.00
diclofenac	5362F	ED	0.00
diclofenac	5362F	RW	0.00
naproxen	5353R	IY	0.00
ibuprofen	5368M	TX	0.00
diazepam	5355W	RW	0.00
diazepam	5355W	TX	0.00
bisacodyl	5303D	PP	0.00
naproxen	5347K	IY	0.00
diclofenac	5361E	EA	0.00
diclofenac	5361E	AF	0.00
diclofenac	5361E	ED	0.00
diclofenac	5361E	TX	0.00
diclofenac	5361E	SZ	0.00
diclofenac	5361E	RW	0.00
indometacin	5377B	AF	0.00
naproxen	5348L	IY	0.00
temazepam	5375X	TX	0.00
temazepam	5375X	LN	0.00
temazepam	5375X	AF	0.00
diazepam	5356X	RW	0.00
diazepam	5356X	AF	0.00
diazepam	5356X	TX	0.00
oxazepam	5372R	TX	0.00
oxazepam	5372R	RW	0.00
lamivudine	10315X	AF	0.00
valaciclovir	6280M	RA	0.00
valaciclovir	6280M	GX	0.00
valaciclovir	6280M	TX	0.00
