code	text
25291	Pharmaceutical benefits that have the form levodopa 200 mg + carbidopa 50 mg modified release tablet, 100 and pharmaceutical benefits that have the form levodopa 200 mg + carbidopa 50 mg modified release tablet, 60 are equivalent for the purposes of substitution.
25296	This product is low in folic acid, choline and methionine and is not intended as a sole source of nutrition.
25331	Biosimilar prescribing policyPrescribing of the biosimilar brand, Riximyo or Truxima, is encouraged for treatment naive patients.Encouraging biosimilar prescribing for treatment naive patients is Government policy. A viable biosimilar market is expected to result in reduced costs for biological medicines, allowing the Government to reinvest in new treatments. Further information can be found on the Biosimilar Awareness Initiative webpage (www.health.gov.au/biosimilars).Prescribers must include the proprietary name (brand) on the prescription to ensure the appropriate item is approved.
25398	This grandfather restriction will cease to operate from 12 months after the date specified in the clinical criteria.
25425	Treatment is intended to prevent mother-to-child transmission of hepatitis B in the third trimester of pregnancy and to reduce the risk of viral reactivation in the mother up to 12 weeks post-partum.
25574	Real time online applications for increased maximum quantities/repeats may be made using the Online PBS Authorities system (see www.servicesaustralia.gov.au/organisations/health-professionals/services/medicare/hpos/services/request-authority-using-online-pbs-authorities-hpos).Phone applications for increased maximum quantities/repeats may be made by calling 1800 888 333.Written authority applications for increased maximum quantities/repeats can be uploaded online through HPOS form upload or mailed to:Pharmaceutical Benefits SchemeReply Paid 9857[Your capital city]
25594	Increased maximum amounts can be requested where a patient's weight is greater than 125 kg.
25598	Consider consultation with a multidisciplinary pain service prior to, or after commencement of this medication.
25651	This treatment is not suitable for 'as-required' pain relief.
25698	This treatment is not recommended for use in ambulant patients.
25744	Any queries concerning the arrangements to prescribe may be directed to Services Australia on 1800 700 270 (hours of operation 8 a.m. to 5 p.m. EST Monday to Friday).Prescribing information (including Authority Application forms and other relevant documentation as applicable) is available on the Services Australia website at www.servicesaustralia.gov.auApplications for authority to prescribe should be submitted online using the form upload facility in Health Professional Online Services (HPOS) at www.servicesaustralia.gov.au/hposOr mailed to:Services AustraliaComplex DrugsReply Paid 9826HOBART TAS 7001
25745	Applications for authorisation under this restriction may be made in real time using the Online PBS Authorities system (see www.servicesaustralia.gov.au/HPOS) or by telephone by contacting Services Australia on 1800 700 270 (hours of operation 8 a.m. to 5 p.m. EST Monday to Friday).
25758	The Services Australia website (www.servicesaustralia.gov.au) has details of the toxicities, including severity, which will be accepted for the following purposes:(a) exempting a patient from the requirement to undertake a minimum 3 month trial of methotrexate at a 20 mg weekly dose;(b) substituting azathioprine, cyclosporin or sodium aurothiomalate for another DMARD as part of the 6 month intensive DMARD trial;(c) exempting a patient from the requirement for a 6 month trial of intensive DMARD therapy.
25770	The criterion that limits up to 4 cycles of treatment with bortezomib under this restriction has been temporarily removed due to the current risk of COVID-19. This allows continuity of treatment with PBS-subsidised bortezomib in those patients whose transplant may be delayed at this time.
25771	TREATMENT OF ADULT PATIENTS WITH SEVERE ACTIVE RHEUMATOID ARTHRITISThe following information applies to the prescribing under the Pharmaceutical Benefits Scheme (PBS) of the biological medicines for adults with severe active rheumatoid arthritis. Where the term biological medicine appears in the following notes and restrictions it refers to the tumour necrosis factor (TNF) alfa antagonists (adalimumab, certolizumab pegol, etanercept, golimumab, infliximab), the chimeric anti-CD20 monoclonal antibody (rituximab), the interleukin-6 inhibitor (tocilizumab), the T-cell co-stimulation modulator (abatacept) and the Janus kinase (JAK) inhibitors (baricitinib, tofacitinib, upadacitinib).A patient is eligible for PBS-subsidised treatment with only 1 of the above biological medicines at any 1 time.In order to be eligible to receive PBS-subsidised treatment with rituximab, a patient must have already failed to demonstrate a response to at least 1 course of treatment with a PBS-subsidised TNF-alfa antagonist.A patient receiving PBS-subsidised biological medicine therapy may swap to an alternate biological medicine without having to experience a disease flare. Under these interchangeability arrangements:- a patient may continue to receive long-term treatment with a PBS-subsidised biological medicine while they continue to show a response to therapy,- a patient cannot trial and fail, or cease to respond to, the same PBS-subsidised biological medicine more than once, and- once a patient has either failed or ceased to respond to treatment 5 times, they will not be eligible to receive further PBS-subsidised biological medicines for the treatment of rheumatoid arthritis.A serious adverse reaction of a severity resulting in the necessity for permanent withdrawal of treatment, including serious infusion or injection related reactions, Stevens Johnson Syndrome, development of a demyelinating lesion, progressive multifocal leukoencephalopathy and malignancy related to treatment with the biological medicine, is not considered a treatment failure.A patient whose most recent course of PBS-subsidised therapy was with rituximab and whose response to this treatment is sustained for more than 12 months, may apply for a further course of rituximab under the Continuing treatment restriction.A patient who has failed fewer than 5 biological medicines and who has a break in treatment of less than 24 months may commence a further course of treatment with a biological medicine under Initial 2 treatment restriction. A patient who has failed fewer than 5 biological medicines and who has had a break in therapy of longer than 24 months may commence a further course of treatment with a biological medicine under the Initial 3 treatment restriction. The length of a treatment break is measured from the date the most recent treatment with PBS-subsidised biological medicine treatment is stopped to the date of the new application for treatment with a biological medicine.(1) How to prescribe PBS-subsidised biological medicine therapy after 1 April 2019.(a) Initial treatment.Applications for initial treatment should be made where:(i) a patient has received no prior PBS-subsidised biological medicine treatment and wishes to commence such therapy, excluding rituximab (Initial 1 - new patient); or(ii) a patient has received prior PBS-subsidised (initial or continuing) biological medicine therapy and wishes to trial an alternate agent (Initial 2 - change or re-commencement of treatment after a break in biological medicine of less than 24 months) [further details are under 'Swapping therapy' below]; or(iii) a patient wishes to re-commence treatment with a specific biological medicine following a break of less than 24 months in PBS-subsidised therapy with that agent (Initial 2 - change or re-commencement of treatment after a break in biological medicine of less than 24 months).(iv) a patient wishes to re-commence treatment with a biological medicine following a break in PBS-subsidised therapy of more than 24 months (Initial 3 - re-commencement of treatment after a break in biological medicine of more than 24 months)Initial applications for a new patient (Initial 1) must include a joint count and ESR and/or CRP measured at the completion of the 6-month intensive DMARD trial, but prior to ceasing DMARD therapy.Initial treatment authorisations will be limited to provide a maximum of 16 weeks of therapy for abatacept, adalimumab, baricitinib, etanercept, golimumab, tocilizumab, tofacitinib and upadacitinib, 18 to 20 weeks of therapy with certolizumab pegol (depending upon the dosing regimen), 22 weeks of therapy for infliximab and 2 infusions of rituximab.Rituximab patients should be assessed following a minimum of 12 weeks after the first infusion, and the assessment should be submitted to Services Australia within 4 weeks to ensure continuity of treatment for those who meet the continuing restriction for PBS subsidised treatment with this drug for this condition.Where a response assessment is not provided the patient will be deemed to have failed to respond to treatment with that biological medicine, unless the patient has experienced a serious adverse reaction of a severity resulting in the necessity for permanent withdrawal of treatment. For second and subsequent courses of PBS-subsidised biological medicine (excluding rituximab) treatment, it is recommended that a patient be reviewed in the month prior to completing their current course of treatment and that where required an application is submitted to Services Australia within sufficient time to allow processing.Abatacept patients:A patient is eligible to receive one I.V. loading dose when commencing treatment with the subcutaneous formulation. Two prescriptions are required, the first prescription for the I.V. loading dose for sufficient vials for one dose based on the patient's weight with no repeats. The second prescription for the subcutaneous formulation, with a maximum quantity of 4 and up to 3 repeats, must be submitted with the initial application.Rituximab patients:A further application may be submitted to Services Australia within sufficient time to allow processing. New baselines may be submitted with this application if appropriate.(b) Continuing treatment.Following the completion of an initial treatment course with a specific biological medicine (excluding rituximab), a patient may qualify to receive up to 24 weeks of continuing treatment with that drug providing they have demonstrated an adequate response to treatment. The patient remains eligible to receive continuing biological medicine treatment with the same drug in courses of up to 24 weeks providing they continue to sustain the response. It is recommended that a patient be reviewed the month prior to completing their current course of treatment to ensure uninterrupted biological medicine supply.Assessment of the patient's response to treatment must be conducted following a minimum of 12 weeks of therapy and no later than 4 weeks from the cessation of the most recent course of biological medicine therapy.Rituximab patients:A patient may qualify to receive a further course of treatment (every 24 weeks) with this agent providing they have demonstrated an adequate response to treatment following a minimum of 12 weeks after the first infusion of their most recent treatment with rituximab. The patient remains eligible to receive a course of rituximab every 24 weeks providing they continue to demonstrate a response as specified in the restriction. Where a response assessment is not conducted within these timeframes, the patient will be deemed to have failed to respond to treatment with that biological medicine.(2) Swapping therapyOnce initial treatment with the first PBS-subsidised biological medicine is approved, a patient may swap to an alternate biological medicine without having to requalify with respect to the indices of disease severity (i.e. the erythrocyte sedimentation rate (ESR), the C-reactive protein (CRP) levels and the joint count) or the prior non- biological medicine therapy requirements except if the patient has had a break in therapy of more than 24 months who would need to requalify with respect to the indices of disease severity. However the requirement for concomitant treatment with methotrexate, where it applies, must be met for each biological medicine trialled.A patient who is not able to complete a minimum of 12 weeks of an initial treatment course will be deemed to have failed treatment with that agent, unless they have experienced a serious adverse reaction of a severity necessitating permanent treatment withdrawal.A patient may trial an alternate biological medicine at any time, regardless of whether they are receiving therapy (initial or continuing) with a biological medicine at the time of the application. However, they cannot swap to a particular biological medicine if they have failed to respond to prior treatment with that drug.Abatacept:A patient swapping from I.V. abatacept to subcutaneous abatacept will not be eligible for an I.V. loading dose when commencing treatment with the subcutaneous formulation.Rituximab:In order to trial rituximab, a patient must have trialled and failed to demonstrate a response to at least 1 PBS-subsidised TNF-alfa antagonist treatment.To ensure a patient receives the maximum treatment opportunities allowed under the interchangeability arrangements, it is important that they be assessed for response to every course of treatment, within the timeframes specified in the relevant restriction.PBS subsidy does not allow for patients to receive treatment with another PBS-subsidised biological medicine during the required treatment-free period applying to patients who have demonstrated a response to their most recent course of rituximab. This means that patients who have demonstrated a response to a course of rituximab must have a PBS-subsidised biological medicine therapy treatment-free period of at least 22 weeks, immediately following the second infusion, before swapping to an alternate biological medicine. Patients who fail to respond to rituximab and who qualify and wish to trial a course of an alternate biological medicine may do so without having to have any treatment-free period.(3) Baseline measurements to determine response.Determination of whether a response to treatment has been demonstrated must be based on the baseline measurements of the joint count, ESR and/or CRP submitted with the first authority application for a biological medicine. However, prescribers may provide new baseline measurements any time that an initial treatment authority application is submitted and the eligibility for continuing treatment must be assessed according to these revised baseline measurements.To ensure consistency in determining response, the same indices of disease severity used to establish baseline must be used for all subsequent continuing treatment applications. Therefore, where only an ESR or CRP level is provided at baseline, an ESR or CRP level respectively must be used to determine response. Similarly, where the baseline active joint count is based on total active joints (i.e. more than 20 active joints), response must be determined according to the reduction in the total number of active joints. Where the baseline is determined on total number of major joints, the response must be determined on the total number of major joints.Applications under the Initial 1 treatment restriction for a new patient must include a joint count and ESR and/or CRP measured at the completion of the 6 month intensive DMARD trial, but prior to ceasing DMARD therapy. The results must be no more than 4 weeks old at the time of application.Applications under the Initial 3 treatment restriction for re-commencement of treatment after a break in biological medicine of more than 24 months must include a joint count and ESR and/or CRP measurement that is no more than one month old at the time of application.
25796	Applications for authorisation under this restriction may be made in real time using the Online PBS Authorities system (see www.servicesaustralia.gov.au/HPOS) or by telephone by contacting Services Australia on 1800 888 333.
25871	The Services Australia website (www.servicesaustralia.gov.au) has details of the accepted toxicities, including severity, which will be accepted for the purposes of exempting a patient from the requirement of treatment with optimised asthma therapy.
25873	Authority approval for sufficient therapy to complete the balance of supply may be requested by telephone by contacting Services Australia on 1800 700 270 (hours of operation 8 a.m. to 5 p.m. EST Monday to Friday).
25874	Formal assessment and correction of inhaler technique should be performed in accordance with the National Asthma Council (NAC) Information Paper for Health Professionals on Inhaler Technique (available at www.servicesaustralia.gov.au or www.nationalasthma.org.au); the assessment and adherence to correct technique should be documented in the patient's medical records. Patients can obtain support with inhaler technique through their local Asthma Foundation (1800 645 130).
25896	The criterion that limits breaks in treatment with pertuzumab under this restriction has been temporarily modified due to the current risk of COVID-19. This allows an extended break in therapy with PBS-subsidised pertuzumab in patients who are at risk of COVID-19.
25917	This drug is not PBS-subsidised for the treatment of chronic obstructive pulmonary disease (COPD) or for allergen-induced or exercise-induced bronchoconstriction in the absence of asthma.
25935	TREATMENT OF ADULT PATIENTS WITH NON-RADIOGRAPHIC AXIAL SPONDYLOARTHRITISThe following information applies to the prescribing under the Pharmaceutical Benefits Scheme (PBS) of certolizumab pegol and golimumab for adult patients with non-radiographic axial spondyoarthritis.Where the term 'biological medicine' appears in notes and restrictions, it refers to certolizumab pegol and golimumab only.A patient is eligible for PBS-subsidised treatment with only 1 of the 2 biological medicines at any one time.Under these arrangements, within a single treatment cycle, a patient may continue to receive long-term treatment with a biological medicine while they continue to show or sustain a response to therapy.A serious adverse reaction requiring permanent withdrawal of treatment, including serious infusion or injection related reactions, Steven's Johnson Syndrome, development of a demyelinating lesion, progressive multifocal leukoencephalopathy and malignancy related to treatment with the biological medicine, is not considered a treatment failure.Within the same treatment cycle, a patient cannot trial and fail, or cease to respond to, the same PBS-subsidised biological medicine more than twice.Once a patient has either failed or ceased to respond to treatment 3 times (twice with the same biological medicine, once with another biological medicine) within the same treatment cycle, they are deemed to have completed a treatment cycle and they must have, at a minimum, a 5-year break in PBS-subsidised biological medicine therapy before they are eligible to commence the next cycle. The 5-year break is measured from the date of the last prescription for PBS-subsidised biological medicine treatment in the most recent cycle to the date of the first application for initial treatment with a biological medicine under the new treatment cycle.A patient who has failed fewer than 3 trials of biological medicine therapy in a treatment cycle and who has a break in therapy of less than 5 years may commence a further course of treatment within the same treatment cycle.A patient who has failed 3 trials or fewer of biological medicine therapy in a treatment cycle and who has a break in therapy of more than 5 years may commence a new treatment cycle.There is no limit to the number of treatment cycles a patient may undertake in their lifetime.How to prescribe PBS-subsidised biological medicine treatment with certolizumab pegol and golimumab:(1) Initial treatment.Applications for initial treatment should be made where:(i) a patient has received no prior PBS-subsidised biological medicine treatment and wishes to commence such therapy (Initial 1 - New patient)(ii) a patient has received prior PBS-subsidised (initial or continuing) biological medicine therapy and wishes to trial an alternate agent (Initial 2 - Change or Recommencement of treatment after a break in therapy of less than 5 years) [further details are under 'Swapping therapy' below]; or(iii) a patient wishes to recommence treatment with a specific biological medicine following a break in PBS-subsidised therapy of less than 5 years (Initial 2 - Change or Recommencement of treatment after a break in therapy of less than 5 years); or(iv) a patient wishes to recommence treatment with a biological medicine following a break in PBS-subsidised therapy of more than 5 years (Initial 3 - Recommencement of treatment after a break in biological medicine of more than 5 years).With the exception of grandfathered patients, a patient must be assessed for response to a course of initial PBS-subsidised treatment following a minimum of 12 weeks of therapy.(2) Continuing treatment.For continuing courses of PBS-subsidised biological medicine it is recommended that a patient be reviewed the month prior to completing their current course of treatment to ensure uninterrupted biological medicine supply.Following the completion of an initial treatment course with a specific biological medicine, a patient may qualify to receive up to 24 weeks of continuing treatment with that biological medicine provided they have demonstrated an adequate response to treatment. The patient remains eligible to receive continuing biological medicine treatment in courses of up to 24 weeks provided they continue to sustain an adequate response.A patient must be assessed for response to a course of continuing therapy, and the assessment must be conducted no later than 4 weeks from the cessation of that treatment course. Where a response assessment is not conducted within the required timeframe, the patient will be deemed to have failed to respond to treatment with that biological medicine, unless the patient has experienced a serious adverse reaction requiring permanent treatment withdrawal.(3) Swapping therapy.Once initial treatment with the first PBS-subsidised biological medicine is approved, a patient may swap to an alternate biological medicine within the same treatment cycle without having to requalify with respect to the indices of disease severity (i.e. the C-reactive protein (CRP) level and the BASDAI score), or the prior NSAID therapy and exercise program requirements.To ensure a patient receives the maximum treatment opportunities allowed under these arrangements, it is important that they are assessed for response to every course of treatment.A patient who is not able to complete a minimum of 12 weeks of an initial treatment course will be deemed to have failed treatment with that biological medicine unless the patient has experienced a serious adverse reaction requiring permanent treatment withdrawal.(4) Baseline measurements to determine response.A response to treatment is based on the baseline BASDAI score and CRP level documented in the patient's medical records.For a new patient, the BASDAI score used to determine baseline disease severity must be measured while the patient is receiving NSAID therapy and completing their exercise program.To ensure consistency in determining response, the same indices of disease severity used to establish baseline must be used for all subsequent continuing treatment applications.Prescribers may provide new baseline measurements any time that an 'Initial treatment' authority application is submitted and the eligibility for continuing treatment must be assessed according to these revised baseline measurements.(5) Recommencement of treatment after a 5-year break in PBS-subsidised therapy.A patient who wishes to trial a second or subsequent treatment cycle following a break in PBS-subsidised biological medicine therapy of at least 5 years, must qualify under the Initial 3 treatment restriction. The same clinical criteria and indices of disease severity (i.e. the C-reactive protein (CRP) level and the BASDAI score) as for the Initial 1 (New patient) restriction will need to be met, but a re-trial of NSAID therapy and exercise therapy is not required.
26110	Pharmaceutical benefits that have the brand Optisulin SoloStar 100 units/mL injection, 5 x 3 mL cartridges and pharmaceutical benefits that have the brand Semglee 100 units/mL injection, 5 x 3 mL pen devices are equivalent for the purposes of substitution.
26200	TREATMENT OF PATIENTS WITH SEVERE ACTIVE SYSTEMIC JUVENILE IDIOPATHIC ARTHRITISThe following information applies to the prescribing under the Pharmaceutical Benefits Scheme (PBS) of tocilizumab for a patient who has severe active systemic juvenile idiopathic arthritis (sJIA).From 1 May 2012, a patient receiving PBS-subsidised tocilizumab therapy is considered to be in a treatment cycle. Under these arrangements, within a single treatment cycle, a patient may:(i) continue to receive long-term treatment with PBS-subsidised tocilizumab while they continue to show an adequate response to therapy, and(ii) fail to respond, or to sustain a response, to PBS-subsidised tocilizumab twice.Once a patient has either failed or ceased to sustain an adequate response to 2 courses of treatment, they are deemed to have completed a single treatment cycle and they must have, at a minimum, a 12 month break in PBS-subsidised tocilizumab therapy before they are eligible to commence another cycle. The length of a treatment break is measured from the date the most recent treatment with PBS-subsidised tocilizumab treatment was approved to the date of the first application for initial treatment with tocilizumab under the new treatment cycle.A serious adverse reaction of a severity resulting in the necessity for permanent withdrawal of treatment, including serious infusion or injection related reactions, Steven's Johnson Syndrome, development of a demyelinating lesion, progressive multifocal leukoencephalopathy and malignancy related to treatment with the biological medicine, will not be considered as a treatment failure.How to prescribe PBS-subsidised tocilizumab treatment therapy after 1 May 2012.(1) Initial treatment.Applications for initial treatment should be made where:(i) a patient has not received prior PBS-subsidised tocilizumab treatment and wishes to commence such therapy (Initial 1 - New patient); or(ii) a patient has received the first course of PBS-subsidised (initial or continuing) tocilizumab therapy in a treatment cycle and is deemed to have failed to respond or sustain an adequate response and the treating physician wishes to trial a second course, provided any break in therapy is less than 12 months (Initial 2 - retrial or recommencement of treatment after a break of less than 12 months); or(iii) a patient wishes to recommence treatment with tocilizumab following a break in PBS-subsidised therapy of less than 12 months (Initial 2 - retrial or recommencement of treatment after a break of less than 12 months).(iv) a patient wishes to recommence treatment following a break in PBS-subsidised tocilizumab therapy of more than 12 months (Initial 3 - recommencement of a new treatment cycle after a break of more than 12 months).Initial treatment authorisations will be limited to provide for a maximum of 16 weeks of therapy.A patient must be assessed for response to any course of initial PBS-subsidised treatment following a minimum of 12 weeks of therapy and conducted no later than 4 weeks from the cessation of the treatment course. If the response assessment is not conducted within these timeframes, the patient will be deemed to have failed this course of treatment.(2) Continuing treatment.Following the completion of an initial treatment course with tocilizumab, a patient may qualify to receive up to 24 weeks of continuing treatment with this drug provided they have demonstrated an adequate response to treatment. The patient remains eligible to receive continuing tocilizumab treatment in courses of up to 24 weeks provided they continue to sustain the response. It is recommended that a patient be reviewed in the 4 weeks prior to completing their current course of treatment to ensure uninterrupted tocilizumab supply.Assessments of response to a course of PBS-subsidised therapy must be conducted after a minimum of 12 weeks of treatment and no later than 4 weeks from the completion of treatment. Where a response assessment is not conducted within these timeframes, the patient will be deemed to have failed to respond to treatment with tocilizumab.For the second and subsequent courses of PBS-subsidised tocilizumab, it is recommended that a patient be assessed for response in the 4 weeks prior to completing their current course of treatment and that an application is posted to Services Australia no later than 2 weeks prior to the patient completing their current treatment course.(3) Treatment cycle.Once initial treatment with PBS-subsidised tocilizumab is approved, a patient deemed to have failed to respond to the first course of treatment may have a second course without having to requalify with respect to the indices of disease severity (joint count, fever and/or CRP level and platelet count), except if the patient has had a break in therapy of more than 12 months.To ensure a patient receives the maximum treatment opportunities allowed under these arrangements, it is important that they are assessed for response to every course of treatment approved, within the timeframes specified in the relevant restriction.(4) Baseline measurements to determine response.Whether an adequate response to treatment has been demonstrated or not will be based on the relative change from relevant baseline measurements of the joint count, fever and/or CRP level and platelet count submitted with the first authority application for tocilizumab.Where a patient is deemed to have failed to respond or to sustain an adequate response to the first course of therapy in a treatment cycle, prescribers may provide new baseline measurements for the second course of treatment within that cycle. Assessment of response according to these revised baseline measurements may then occur. If new baseline measurements are not submitted with the initial application for the second course of treatment, then those submitted with the first course will be used to assess response to the second course.(5) Recommencement of treatment after a 12 month break in PBS-subsidised therapy.A patient who wishes to start a second or subsequent treatment cycle following a break in PBS-subsidised tocilizumab therapy of at least 12 months, must requalify for treatment under the Initial 3 treatment restriction.(6) Withdrawal of treatment after sustained remission.Withdrawal of treatment with tocilizumab should be considered in a patient who has achieved and sustained complete remission of disease for 12 months. A demonstration of response to the current treatment should be submitted to Services Australia at the time treatment is ceased.
26202	Biosimilar prescribing policyPrescribing of the biosimilar brand Pelgraz, Fulphila or Ziextenzo is encouraged for treatment naive patients.Encouraging biosimilar prescribing for treatment naive patients is Government policy. A viable biosimilar market is expected to result in reduced costs for biological medicines, allowing the Government to reinvest in new treatments. Further information can be found on the Biosimilar Awareness Initiative webpage (www.health.gov.au/biosimilars).
26210	Pharmaceutical benefits that have the brand and form PKU Lophlex 27.8 g, 30 sachets and pharmaceutical benefits that have the brand and form PKU Lophlex 28 g, 30 g sachets are equivalent for the purposes of substitution.
26250	Pharmaceutical benefits that have the form metformin hydrochloride 500 mg modified release tablet in a pack size of 120 can be substituted for a pack size of 56 in the case of a shortage.
26251	Pharmaceutical benefits that have the form salbutamol 100 microgram/actuation inhalation, 200 actuations are equivalent for the purposes of substitution.
26292	Pharmaceutical benefits that have the form imipramine hydrochloride 25 mg tablet in a pack size of 50 can be substituted for a pack size of 100 in the case of a shortage.
26327	Pharmaceutical benefits that have the form ceftriaxone 2 g injection, 1 vial, pharmaceutical benefits that have the form ceftriaxone 2 g injection, 5 vials, and pharmaceutical benefits that have the form ceftriaxone 2 g injection, 10 vials are equivalent for the purposes of substitution.
26330	Pharmaceutical benefits that have the form ceftriaxone 1 g injection, 1 vial, pharmaceutical benefits that have the form ceftriaxone 1 g injection, 5 vials, and pharmaceutical benefits that have the form ceftriaxone 1 g injection, 10 vials are equivalent for the purposes of substitution.
26333	Pharmaceutical benefits that have the form cefazolin 2 g injection, 1 vial, and pharmaceutical benefits that have the form cefazolin 2 g injection, 10 vials are equivalent for the purposes of substitution.
26357	No increase in the maximum quantity or number of units may be authorised for applications for treatment of one eye.
26385	Details of the toxicities, including severity, which will be accepted as a reason for exempting a patient from the requirement for 6 weeks treatment with phototherapy, methotrexate, cyclosporin or acitretin can be found on the Services Australia website (www.servicesaustralia.gov.au)
